DATE,TYPE,CATEGORY,AMOUNT
2019-03-07,Inflow,Grant / Aid Received,126
2019-03-07,Inflow,Subscription Income,674
2019-03-07,Inflow,Service Fees,744
2019-03-07,Inflow,Sales Revenue,2309
2019-03-07,Inflow,Tax Refunds,363
2019-03-08,Outflow,Maintenance & Repairs,124
2019-03-08,Outflow,Professional Services,192
2019-03-08,Outflow,Travel & Transport,109
2019-03-08,Outflow,Office Supplies,61
2019-03-08,Outflow,Equipment Purchase,219
2019-03-08,Outflow,Marketing & Ads,240
2019-03-08,Inflow,Consulting Fees,464
2019-03-08,Inflow,Asset Sales,100
2019-03-08,Inflow,Interest Income,110
2019-03-08,Inflow,Tax Refunds,434
2019-03-08,Inflow,Grant / Aid Received,124
2019-03-08,Inflow,Service Fees,590
2019-03-08,Inflow,Sales Revenue,2849
2019-03-08,Inflow,Commission Income,245
2019-03-09,Outflow,Marketing & Ads,108
2019-03-09,Inflow,Tax Refunds,100
2019-03-09,Outflow,Maintenance & Repairs,50
2019-03-09,Inflow,Sales Revenue,1211
2019-03-09,Inflow,Subscription Income,439
2019-03-10,Outflow,Professional Services,50
2019-03-10,Outflow,Software Subscriptions,1736
2019-03-11,Inflow,Sales Revenue,2142
2019-03-11,Inflow,Service Fees,882
2019-03-11,Inflow,Subscription Income,361
2019-03-11,Inflow,Tax Refunds,524
2019-03-11,Inflow,Consulting Fees,470
2019-03-11,Outflow,Equipment Purchase,77
2019-03-11,Outflow,Professional Services,148
2019-03-11,Outflow,Maintenance & Repairs,81
2019-03-12,Outflow,Maintenance & Repairs,135
2019-03-12,Outflow,Professional Services,180
2019-03-12,Outflow,Office Supplies,68
2019-03-12,Outflow,Equipment Purchase,117
2019-03-12,Outflow,Tax Payments,668
2019-03-12,Outflow,Marketing & Ads,272
2019-03-12,Outflow,Vendor Payments,614
2019-03-12,Outflow,Travel & Transport,96
2019-03-12,Inflow,Commission Income,229
2019-03-12,Inflow,Asset Sales,100
2019-03-12,Inflow,Tax Refunds,568
2019-03-12,Inflow,Subscription Income,500
2019-03-12,Inflow,Service Fees,874
2019-03-12,Inflow,Sales Revenue,2148
2019-03-12,Inflow,Consulting Fees,536
2019-03-13,Outflow,Maintenance & Repairs,143
2019-03-13,Outflow,Professional Services,174
2019-03-13,Outflow,Travel & Transport,97
2019-03-13,Outflow,Equipment Purchase,175
2019-03-13,Outflow,Tax Payments,475
2019-03-13,Outflow,Marketing & Ads,318
2019-03-13,Inflow,Commission Income,210
2019-03-13,Inflow,Interest Income,109
2019-03-13,Inflow,Tax Refunds,377
2019-03-13,Inflow,Grant / Aid Received,147
2019-03-13,Inflow,Subscription Income,568
2019-03-13,Inflow,Service Fees,1056
2019-03-13,Outflow,Vendor Payments,727
2019-03-14,Outflow,Tax Payments,801
2019-03-14,Outflow,Maintenance & Repairs,129
2019-03-14,Outflow,Travel & Transport,90
2019-03-14,Outflow,Office Supplies,59
2019-03-14,Outflow,Equipment Purchase,156
2019-03-14,Outflow,Marketing & Ads,188
2019-03-14,Inflow,Consulting Fees,391
2019-03-14,Outflow,Vendor Payments,1013
2019-03-14,Inflow,Commission Income,210
2019-03-14,Inflow,Interest Income,100
2019-03-14,Inflow,Subscription Income,473
2019-03-14,Inflow,Service Fees,885
2019-03-15,Outflow,Maintenance & Repairs,116
2019-03-15,Outflow,Travel & Transport,112
2019-03-15,Outflow,Equipment Purchase,170
2019-03-15,Outflow,Tax Payments,465
2019-03-15,Outflow,Loan Repayments,4572
2019-03-15,Outflow,Marketing & Ads,317
2019-03-15,Inflow,Consulting Fees,458
2019-03-15,Inflow,Tax Refunds,460
2019-03-15,Inflow,Subscription Income,610
2019-03-15,Inflow,Service Fees,1154
2019-03-15,Inflow,Sales Revenue,2953
2019-03-15,Outflow,Vendor Payments,831
2019-03-16,Inflow,Rental Income,210
2019-03-16,Inflow,Interest Income,100
2019-03-17,Outflow,Vendor Payments,120
2019-03-17,Inflow,Interest Income,100
2019-03-18,Inflow,Sales Revenue,2293
2019-03-18,Inflow,Subscription Income,512
2019-03-18,Inflow,Grant / Aid Received,133
2019-03-18,Inflow,Tax Refunds,335
2019-03-18,Inflow,Interest Income,115
2019-03-18,Inflow,Asset Sales,100
2019-03-18,Inflow,Commission Income,145
2019-03-18,Inflow,Consulting Fees,454
2019-03-18,Outflow,Vendor Payments,728
2019-03-18,Outflow,Marketing & Ads,290
2019-03-18,Outflow,Professional Services,105
2019-03-18,Outflow,Maintenance & Repairs,67
2019-03-19,Outflow,Equipment Purchase,125
2019-03-19,Outflow,Office Supplies,50
2019-03-19,Outflow,Tax Payments,458
2019-03-19,Outflow,Professional Services,229
2019-03-19,Outflow,Travel & Transport,82
2019-03-19,Outflow,Marketing & Ads,267
2019-03-19,Inflow,Interest Income,100
2019-03-19,Inflow,Asset Sales,100
2019-03-19,Inflow,Commission Income,171
2019-03-19,Inflow,Tax Refunds,485
2019-03-19,Inflow,Subscription Income,602
2019-03-19,Inflow,Service Fees,897
2019-03-20,Outflow,Maintenance & Repairs,158
2019-03-20,Outflow,Travel & Transport,87
2019-03-20,Outflow,Equipment Purchase,181
2019-03-20,Outflow,Marketing & Ads,295
2019-03-20,Outflow,Vendor Payments,1125
2019-03-20,Inflow,Consulting Fees,493
2019-03-20,Outflow,Professional Services,191
2019-03-20,Inflow,Asset Sales,100
2019-03-20,Inflow,Interest Income,100
2019-03-20,Inflow,Tax Refunds,462
2019-03-20,Inflow,Grant / Aid Received,134
2019-03-20,Inflow,Service Fees,1381
2019-03-20,Inflow,Sales Revenue,2335
2019-03-20,Inflow,Commission Income,176
2019-03-21,Outflow,Professional Services,184
2019-03-21,Outflow,Travel & Transport,87
2019-03-21,Outflow,Office Supplies,50
2019-03-21,Outflow,Marketing & Ads,334
2019-03-21,Inflow,Commission Income,221
2019-03-21,Inflow,Asset Sales,100
2019-03-21,Inflow,Grant / Aid Received,138
2019-03-21,Inflow,Subscription Income,763
2019-03-21,Inflow,Service Fees,897
2019-03-21,Inflow,Tax Refunds,412
2019-03-22,Outflow,Vendor Payments,1003
2019-03-22,Outflow,Professional Services,135
2019-03-22,Outflow,Office Supplies,59
2019-03-22,Outflow,Maintenance & Repairs,129
2019-03-22,Outflow,Marketing & Ads,345
2019-03-22,Inflow,Consulting Fees,525
2019-03-22,Outflow,Tax Payments,664
2019-03-22,Inflow,Asset Sales,100
2019-03-22,Inflow,Tax Refunds,360
2019-03-22,Inflow,Grant / Aid Received,128
2019-03-22,Inflow,Subscription Income,656
2019-03-22,Inflow,Sales Revenue,2937
2019-03-22,Inflow,Commission Income,229
2019-03-23,Inflow,Asset Sales,100
2019-03-23,Inflow,Interest Income,100
2019-03-23,Inflow,Service Fees,371
2019-03-23,Inflow,Subscription Income,500
2019-03-24,Inflow,Service Fees,208
2019-03-24,Inflow,Asset Sales,100
2019-03-24,Outflow,Equipment Purchase,50
2019-03-25,Outflow,Tax Payments,566
2019-03-25,Outflow,Travel & Transport,66
2019-03-25,Outflow,Professional Services,144
2019-03-25,Outflow,Marketing & Ads,225
2019-03-25,Outflow,Office Supplies,50
2019-03-25,Inflow,Asset Sales,100
2019-03-25,Inflow,Tax Refunds,513
2019-03-25,Inflow,Grant / Aid Received,126
2019-03-25,Inflow,Subscription Income,603
2019-03-25,Inflow,Consulting Fees,402
2019-03-26,Outflow,Professional Services,175
2019-03-26,Outflow,Travel & Transport,119
2019-03-26,Outflow,Office Supplies,61
2019-03-26,Outflow,Equipment Purchase,174
2019-03-26,Outflow,Tax Payments,643
2019-03-26,Outflow,Marketing & Ads,220
2019-03-26,Inflow,Consulting Fees,559
2019-03-26,Inflow,Asset Sales,100
2019-03-26,Inflow,Interest Income,100
2019-03-26,Inflow,Tax Refunds,437
2019-03-26,Inflow,Subscription Income,519
2019-03-26,Inflow,Sales Revenue,3235
2019-03-26,Inflow,Commission Income,198
2019-03-27,Outflow,Marketing & Ads,272
2019-03-27,Outflow,Maintenance & Repairs,100
2019-03-27,Outflow,Office Supplies,50
2019-03-27,Outflow,Tax Payments,567
2019-03-27,Inflow,Consulting Fees,599
2019-03-27,Outflow,Equipment Purchase,142
2019-03-27,Inflow,Interest Income,100
2019-03-27,Inflow,Sales Revenue,3298
2019-03-27,Inflow,Subscription Income,807
2019-03-27,Inflow,Commission Income,234
2019-03-27,Inflow,Grant / Aid Received,118
2019-03-28,Outflow,Travel & Transport,107
2019-03-28,Outflow,Office Supplies,50
2019-03-28,Outflow,Equipment Purchase,168
2019-03-28,Outflow,Tax Payments,608
2019-03-28,Outflow,Staff Salaries,29378
2019-03-28,Outflow,Vendor Payments,740
2019-03-28,Inflow,Asset Sales,100
2019-03-28,Inflow,Interest Income,104
2019-03-28,Inflow,Tax Refunds,448
2019-03-28,Inflow,Grant / Aid Received,111
2019-03-28,Inflow,Service Fees,841
2019-03-28,Inflow,Consulting Fees,412
2019-03-29,Outflow,Tax Payments,543
2019-03-29,Outflow,Maintenance & Repairs,108
2019-03-29,Outflow,Professional Services,242
2019-03-29,Outflow,Office Supplies,73
2019-03-29,Outflow,Marketing & Ads,270
2019-03-29,Inflow,Consulting Fees,439
2019-03-29,Inflow,Asset Sales,100
2019-03-29,Inflow,Interest Income,137
2019-03-29,Inflow,Grant / Aid Received,130
2019-03-29,Inflow,Service Fees,1063
2019-03-29,Inflow,Sales Revenue,3044
2019-03-29,Inflow,Commission Income,193
2019-03-30,Outflow,Marketing & Ads,113
2019-03-30,Outflow,Maintenance & Repairs,56
2019-03-30,Outflow,Travel & Transport,50
2019-03-30,Inflow,Subscription Income,440
2019-03-30,Inflow,Service Fees,385
2019-03-30,Inflow,Sales Revenue,1083
2019-03-30,Inflow,Rental Income,219
2019-03-31,Inflow,Asset Sales,100
2019-03-31,Inflow,Commission Income,100
2019-04-01,Outflow,Rent & Utilities,7708
2019-04-01,Outflow,Vendor Payments,557
2019-04-01,Inflow,Consulting Fees,314
2019-04-01,Outflow,Professional Services,143
2019-04-01,Outflow,Travel & Transport,101
2019-04-01,Inflow,Commission Income,136
2019-04-01,Inflow,Asset Sales,110
2019-04-01,Inflow,Interest Income,130
2019-04-01,Inflow,Sales Revenue,2098
2019-04-01,Inflow,Subscription Income,626
2019-04-01,Inflow,Tax Refunds,494
2019-04-01,Inflow,Grant / Aid Received,525
2019-04-02,Outflow,Maintenance & Repairs,143
2019-04-02,Outflow,Professional Services,210
2019-04-02,Outflow,Equipment Purchase,270
2019-04-02,Outflow,Tax Payments,50
2019-04-02,Outflow,Marketing & Ads,337
2019-04-02,Outflow,Vendor Payments,851
2019-04-02,Inflow,Consulting Fees,618
2019-04-02,Outflow,Travel & Transport,138
2019-04-02,Inflow,Asset Sales,130
2019-04-02,Inflow,Interest Income,100
2019-04-02,Inflow,Tax Refunds,414
2019-04-02,Inflow,Grant / Aid Received,690
2019-04-02,Inflow,Subscription Income,707
2019-04-02,Inflow,Service Fees,1086
2019-04-02,Inflow,Sales Revenue,2814
2019-04-02,Inflow,Commission Income,233
2019-04-03,Outflow,Office Supplies,74
2019-04-03,Outflow,Tax Payments,50
2019-04-03,Outflow,Marketing & Ads,335
2019-04-03,Outflow,Vendor Payments,821
2019-04-03,Inflow,Consulting Fees,425
2019-04-03,Inflow,Asset Sales,115
2019-04-03,Inflow,Interest Income,100
2019-04-03,Inflow,Grant / Aid Received,549
2019-04-03,Inflow,Service Fees,1315
2019-04-03,Inflow,Sales Revenue,3200
2019-04-03,Inflow,Commission Income,250
2019-04-04,Outflow,Travel & Transport,133
2019-04-04,Outflow,Equipment Purchase,236
2019-04-04,Outflow,Marketing & Ads,354
2019-04-04,Outflow,Vendor Payments,989
2019-04-04,Inflow,Consulting Fees,502
2019-04-04,Inflow,Commission Income,219
2019-04-04,Inflow,Asset Sales,107
2019-04-04,Inflow,Tax Refunds,494
2019-04-04,Inflow,Sales Revenue,2801
2019-04-04,Inflow,Service Fees,1097
2019-04-04,Inflow,Interest Income,132
2019-04-04,Inflow,Grant / Aid Received,556
2019-04-04,Inflow,Subscription Income,478
2019-04-05,Outflow,Travel & Transport,118
2019-04-05,Outflow,Insurance Premiums,2492
2019-04-05,Outflow,Tax Payments,52
2019-04-05,Outflow,Marketing & Ads,384
2019-04-05,Outflow,Vendor Payments,755
2019-04-05,Inflow,Consulting Fees,373
2019-04-05,Inflow,Commission Income,272
2019-04-05,Inflow,Asset Sales,101
2019-04-05,Outflow,Professional Services,258
2019-04-05,Inflow,Grant / Aid Received,581
2019-04-05,Inflow,Subscription Income,617
2019-04-05,Inflow,Service Fees,1016
2019-04-05,Inflow,Sales Revenue,3053
2019-04-05,Inflow,Interest Income,102
2019-04-05,Inflow,Tax Refunds,381
2019-04-06,Outflow,Marketing & Ads,79
2019-04-06,Inflow,Subscription Income,376
2019-04-07,Inflow,Interest Income,100
2019-04-07,Inflow,Commission Income,100
2019-04-07,Outflow,Vendor Payments,114
2019-04-08,Outflow,Maintenance & Repairs,76
2019-04-08,Outflow,Marketing & Ads,214
2019-04-08,Outflow,Vendor Payments,452
2019-04-08,Inflow,Consulting Fees,506
2019-04-08,Inflow,Asset Sales,123
2019-04-08,Inflow,Commission Income,152
2019-04-08,Inflow,Tax Refunds,364
2019-04-08,Inflow,Grant / Aid Received,458
2019-04-08,Inflow,Subscription Income,622
2019-04-08,Inflow,Service Fees,876
2019-04-08,Inflow,Interest Income,113
2019-04-09,Outflow,Travel & Transport,130
2019-04-09,Outflow,Office Supplies,66
2019-04-09,Outflow,Equipment Purchase,243
2019-04-09,Outflow,Tax Payments,50
2019-04-09,Inflow,Consulting Fees,565
2019-04-09,Inflow,Commission Income,209
2019-04-09,Inflow,Interest Income,100
2019-04-09,Inflow,Tax Refunds,474
2019-04-09,Inflow,Subscription Income,578
2019-04-09,Inflow,Service Fees,1129
2019-04-09,Inflow,Sales Revenue,2704
2019-04-09,Inflow,Asset Sales,137
2019-04-10,Outflow,Maintenance & Repairs,138
2019-04-10,Outflow,Professional Services,169
2019-04-10,Outflow,Software Subscriptions,1812
2019-04-10,Outflow,Travel & Transport,89
2019-04-10,Outflow,Office Supplies,60
2019-04-10,Outflow,Equipment Purchase,298
2019-04-10,Outflow,Vendor Payments,676
2019-04-10,Inflow,Consulting Fees,589
2019-04-10,Inflow,Commission Income,209
2019-04-10,Inflow,Asset Sales,124
2019-04-10,Inflow,Interest Income,103
2019-04-10,Inflow,Grant / Aid Received,600
2019-04-10,Inflow,Subscription Income,658
2019-04-11,Outflow,Professional Services,191
2019-04-11,Outflow,Maintenance & Repairs,120
2019-04-11,Outflow,Office Supplies,50
2019-04-11,Outflow,Equipment Purchase,242
2019-04-11,Outflow,Vendor Payments,879
2019-04-11,Inflow,Consulting Fees,539
2019-04-11,Inflow,Service Fees,1016
2019-04-11,Inflow,Interest Income,100
2019-04-11,Inflow,Grant / Aid Received,466
2019-04-11,Inflow,Subscription Income,430
2019-04-11,Inflow,Sales Revenue,2456
2019-04-11,Inflow,Commission Income,161
2019-04-12,Inflow,Service Fees,900
2019-04-12,Inflow,Subscription Income,735
2019-04-12,Inflow,Grant / Aid Received,566
2019-04-12,Inflow,Commission Income,223
2019-04-12,Outflow,Tax Payments,50
2019-04-12,Outflow,Equipment Purchase,233
2019-04-13,Outflow,Equipment Purchase,58
2019-04-13,Outflow,Travel & Transport,87
2019-04-13,Outflow,Tax Payments,50
2019-04-13,Outflow,Professional Services,59
2019-04-13,Inflow,Subscription Income,462
2019-04-13,Inflow,Sales Revenue,859
2019-04-13,Outflow,Marketing & Ads,115
2019-04-15,Outflow,Maintenance & Repairs,108
2019-04-15,Outflow,Travel & Transport,69
2019-04-15,Outflow,Equipment Purchase,219
2019-04-15,Outflow,Tax Payments,50
2019-04-15,Inflow,Consulting Fees,419
2019-04-15,Inflow,Commission Income,170
2019-04-15,Outflow,Loan Repayments,5224
2019-04-15,Inflow,Interest Income,101
2019-04-15,Inflow,Tax Refunds,512
2019-04-15,Inflow,Grant / Aid Received,605
2019-04-15,Inflow,Subscription Income,652
2019-04-15,Inflow,Sales Revenue,2037
2019-04-15,Inflow,Asset Sales,102
2019-04-16,Outflow,Vendor Payments,829
2019-04-16,Outflow,Maintenance & Repairs,157
2019-04-16,Outflow,Professional Services,267
2019-04-16,Outflow,Travel & Transport,119
2019-04-16,Outflow,Office Supplies,54
2019-04-16,Outflow,Equipment Purchase,246
2019-04-16,Inflow,Consulting Fees,461
2019-04-16,Inflow,Grant / Aid Received,448
2019-04-16,Inflow,Asset Sales,102
2019-04-16,Inflow,Interest Income,103
2019-04-16,Inflow,Tax Refunds,567
2019-04-16,Inflow,Service Fees,1428
2019-04-16,Inflow,Sales Revenue,2803
2019-04-16,Inflow,Commission Income,196
2019-04-17,Outflow,Vendor Payments,703
2019-04-17,Outflow,Maintenance & Repairs,156
2019-04-17,Outflow,Professional Services,229
2019-04-17,Outflow,Travel & Transport,125
2019-04-17,Outflow,Office Supplies,50
2019-04-17,Outflow,Equipment Purchase,175
2019-04-17,Inflow,Consulting Fees,531
2019-04-17,Outflow,Marketing & Ads,462
2019-04-17,Inflow,Asset Sales,100
2019-04-17,Inflow,Interest Income,100
2019-04-17,Inflow,Commission Income,224
2019-04-17,Inflow,Tax Refunds,381
2019-04-17,Inflow,Grant / Aid Received,546
2019-04-17,Inflow,Subscription Income,611
2019-04-17,Inflow,Service Fees,1095
2019-04-17,Inflow,Sales Revenue,2901
2019-04-18,Outflow,Office Supplies,75
2019-04-18,Outflow,Equipment Purchase,285
2019-04-18,Outflow,Marketing & Ads,258
2019-04-18,Inflow,Consulting Fees,531
2019-04-18,Inflow,Asset Sales,110
2019-04-18,Inflow,Interest Income,100
2019-04-18,Inflow,Subscription Income,697
2019-04-18,Inflow,Service Fees,1014
2019-04-18,Inflow,Commission Income,240
2019-04-19,Outflow,Tax Payments,50
2019-04-19,Outflow,Professional Services,232
2019-04-19,Outflow,Travel & Transport,64
2019-04-19,Outflow,Office Supplies,68
2019-04-19,Outflow,Equipment Purchase,210
2019-04-19,Outflow,Maintenance & Repairs,82
2019-04-19,Outflow,Marketing & Ads,436
2019-04-19,Inflow,Commission Income,212
2019-04-19,Inflow,Consulting Fees,435
2019-04-19,Inflow,Asset Sales,117
2019-04-19,Inflow,Grant / Aid Received,537
2019-04-19,Inflow,Service Fees,1154
2019-04-19,Inflow,Sales Revenue,2691
2019-04-19,Outflow,Vendor Payments,836
2019-04-20,Outflow,Professional Services,50
2019-04-20,Outflow,Maintenance & Repairs,53
2019-04-20,Inflow,Sales Revenue,1170
2019-04-20,Outflow,Marketing & Ads,105
2019-04-21,Inflow,Sales Revenue,690
2019-04-21,Inflow,Service Fees,208
2019-04-21,Inflow,Tax Refunds,100
2019-04-21,Outflow,Vendor Payments,152
2019-04-22,Inflow,Asset Sales,138
2019-04-22,Outflow,Maintenance & Repairs,82
2019-04-22,Outflow,Tax Payments,50
2019-04-22,Outflow,Marketing & Ads,340
2019-04-22,Inflow,Interest Income,100
2019-04-22,Inflow,Grant / Aid Received,463
2019-04-22,Inflow,Subscription Income,690
2019-04-22,Inflow,Service Fees,640
2019-04-22,Inflow,Sales Revenue,2253
2019-04-22,Inflow,Tax Refunds,345
2019-04-23,Outflow,Professional Services,194
2019-04-23,Outflow,Travel & Transport,136
2019-04-23,Outflow,Office Supplies,60
2019-04-23,Outflow,Equipment Purchase,222
2019-04-23,Outflow,Tax Payments,50
2019-04-23,Outflow,Vendor Payments,734
2019-04-23,Inflow,Commission Income,219
2019-04-23,Inflow,Tax Refunds,479
2019-04-23,Inflow,Subscription Income,634
2019-04-23,Inflow,Service Fees,1428
2019-04-23,Inflow,Sales Revenue,2591
2019-04-23,Inflow,Asset Sales,130
2019-04-24,Outflow,Professional Services,188
2019-04-24,Outflow,Office Supplies,83
2019-04-24,Outflow,Tax Payments,50
2019-04-24,Inflow,Consulting Fees,509
2019-04-24,Outflow,Marketing & Ads,425
2019-04-24,Inflow,Interest Income,100
2019-04-24,Inflow,Tax Refunds,455
2019-04-24,Inflow,Grant / Aid Received,494
2019-04-24,Inflow,Service Fees,1209
2019-04-24,Inflow,Asset Sales,128
2019-04-25,Outflow,Marketing & Ads,374
2019-04-25,Outflow,Professional Services,276
2019-04-25,Outflow,Office Supplies,62
2019-04-25,Outflow,Equipment Purchase,245
2019-04-25,Outflow,Tax Payments,50
2019-04-25,Outflow,Vendor Payments,744
2019-04-25,Outflow,Travel & Transport,128
2019-04-25,Inflow,Asset Sales,102
2019-04-25,Inflow,Interest Income,100
2019-04-25,Inflow,Tax Refunds,491
2019-04-25,Inflow,Grant / Aid Received,422
2019-04-25,Inflow,Service Fees,1270
2019-04-25,Inflow,Consulting Fees,623
2019-04-26,Outflow,Maintenance & Repairs,127
2019-04-26,Outflow,Marketing & Ads,286
2019-04-26,Outflow,Professional Services,204
2019-04-26,Outflow,Office Supplies,59
2019-04-26,Outflow,Equipment Purchase,194
2019-04-26,Outflow,Tax Payments,50
2019-04-26,Outflow,Vendor Payments,1087
2019-04-26,Inflow,Sales Revenue,2944
2019-04-26,Inflow,Commission Income,253
2019-04-26,Inflow,Asset Sales,133
2019-04-26,Inflow,Interest Income,117
2019-04-26,Inflow,Tax Refunds,521
2019-04-26,Inflow,Grant / Aid Received,515
2019-04-26,Inflow,Consulting Fees,401
2019-04-27,Inflow,Service Fees,421
2019-04-27,Inflow,Asset Sales,100
2019-04-27,Inflow,Consulting Fees,141
2019-04-27,Outflow,Office Supplies,50
2019-04-27,Outflow,Travel & Transport,77
2019-04-28,Outflow,Professional Services,50
2019-04-28,Outflow,Office Supplies,50
2019-04-28,Outflow,Staff Salaries,28836
2019-04-28,Inflow,Subscription Income,424
2019-04-28,Inflow,Asset Sales,100
2019-04-29,Outflow,Professional Services,96
2019-04-29,Inflow,Sales Revenue,2687
2019-04-29,Inflow,Subscription Income,586
2019-04-29,Inflow,Tax Refunds,458
2019-04-29,Inflow,Commission Income,150
2019-04-29,Inflow,Consulting Fees,397
2019-04-29,Outflow,Vendor Payments,449
2019-04-29,Outflow,Marketing & Ads,218
